traffic,rain,pop,dist,is_neg,deficit
2.32,32,5000,25.8,1,21
2.68,24,5000,20.58,0,12
0.81,20,15000,5.94,0,8
3.14,16,5000,6.5,1,11
0.95,22,25000,27.87,0,17
3.39,56,25000,1.93,0,16
3.24,80,5000,14.41,1,21
2.98,57,25000,10.09,1,24
0.63,13,5000,20.29,0,2
1.56,92,25000,25.35,1,27
1.42,19,15000,11.45,1,16
1.76,29,25000,13.38,0,14
0.81,18,15000,29.48,0,9
3.78,52,15000,23.73,1,29
2.44,55,5000,27.02,1,20
1.57,76,15000,13.72,0,12
1.89,81,25000,7.79,1,26
2.07,22,25000,12.94,0,16
2.6,61,15000,21.77,0,18
2.3,32,5000,4.17,1,13
3.72,17,15000,8.84,1,18
2.24,72,25000,2.35,1,19
3.97,32,25000,13.54,1,25
3.48,31,15000,25.0,1,28
1.23,60,15000,1.72,0,11
3.76,53,15000,20.58,1,27
0.91,16,25000,28.04,0,12
3.36,18,25000,7.87,1,22
1.83,90,25000,21.12,0,20
3.57,69,5000,29.28,1,28
3.54,98,25000,28.91,1,35
3.32,33,25000,7.81,0,19
3.27,83,5000,3.91,1,15
1.57,24,5000,5.3,1,10
0.78,67,5000,21.36,0,9
1.91,73,5000,22.05,0,14
1.11,73,5000,20.55,0,10
2.93,87,5000,10.75,1,15
1.71,84,15000,5.92,0,14
3.91,10,15000,17.84,0,16
2.74,90,15000,15.03,1,23
3.38,15,15000,22.14,1,20
0.96,89,25000,13.8,1,22
3.52,60,5000,10.82,1,16
3.73,93,25000,9.51,1,27
2.2,79,5000,7.13,1,13
2.62,6,5000,8.71,0,2
3.18,15,25000,3.75,0,13
1.11,98,15000,11.06,1,18
2.26,15,25000,2.06,0,10
1.9,39,25000,6.41,0,14
1.01,11,5000,22.66,0,2
1.79,34,5000,10.44,0,8
0.74,20,5000,20.38,1,11
0.59,49,15000,21.79,1,16
0.97,42,25000,17.85,0,17
3.87,99,25000,28.8,1,37
2.42,16,15000,1.62,0,8
3.88,31,25000,22.42,0,24
2.01,40,25000,28.8,1,33
1.59,5,5000,26.01,0,9
2.27,87,15000,5.87,1,16
2.04,26,5000,10.48,1,16
0.87,19,15000,6.0,1,16
2.74,24,5000,18.44,1,17
1.26,65,25000,21.65,1,22
2.67,8,15000,10.2,1,14
2.78,91,15000,16.65,1,24
1.03,52,5000,21.04,1,13
0.71,60,15000,13.22,1,15
3.23,37,25000,25.77,0,26
2.11,2,25000,23.37,1,27
0.7,83,25000,2.88,0,13
3.98,69,5000,19.01,1,24
0.7,96,15000,7.82,0,12
2.93,54,5000,17.17,1,19
3.94,0,25000,28.75,1,31
1.34,69,15000,26.49,1,20
1.0,44,25000,12.73,0,12
0.92,97,15000,9.45,0,10
1.56,46,15000,7.8,1,17
0.85,78,5000,16.44,0,7
2.92,25,15000,4.31,1,13
0.72,13,25000,16.93,0,10
2.28,53,15000,1.04,0,6
3.99,70,25000,10.39,0,16
3.35,45,5000,7.38,1,14
2.65,30,25000,29.17,0,18
1.57,87,15000,22.09,0,16
2.68,58,25000,11.14,1,24
2.34,94,25000,3.69,1,22
1.99,28,15000,15.99,0,12
0.96,95,25000,7.19,0,15
3.6,16,15000,16.56,1,22
2.07,13,5000,25.23,1,17
1.18,35,25000,18.86,1,24
1.79,57,5000,19.38,1,19
1.95,23,25000,16.69,1,25
3.4,62,25000,27.89,0,26
3.07,90,5000,28.03,1,27
3.19,24,25000,15.87,1,26
0.54,58,25000,9.87,0,12
1.96,31,5000,14.33,1,12
2.18,81,25000,6.41,1,21
0.57,17,15000,19.45,1,12
1.41,36,25000,15.5,0,12
3.16,25,25000,4.0,1,20
0.98,8,25000,6.73,1,17
2.37,98,5000,14.91,1,18
1.25,63,15000,26.74,1,22
0.54,71,15000,17.43,0,11
1.34,19,25000,20.76,0,17
3.92,53,5000,10.83,1,16
3.31,85,5000,17.57,1,19
3.86,82,15000,13.97,1,24
2.21,29,5000,20.11,1,20
0.88,52,25000,2.47,1,21
2.42,91,25000,15.31,1,28
2.09,98,5000,9.58,1,13
3.46,62,25000,10.46,0,19
0.84,10,15000,28.87,1,18
2.21,30,25000,6.3,0,18
1.03,48,5000,10.03,0,3
1.64,99,15000,15.79,1,22
3.08,93,25000,26.03,0,29
2.17,86,15000,13.08,0,15
1.82,18,5000,22.57,0,6
1.88,11,25000,25.83,1,24
2.11,14,25000,9.99,0,15
3.25,30,15000,12.39,0,14
3.62,42,25000,11.34,1,23
3.84,36,25000,25.15,1,31
3.25,78,25000,2.29,0,16
1.6,28,25000,9.94,1,18
2.91,25,5000,20.7,1,17
2.03,1,25000,17.4,0,15
1.39,83,15000,13.65,0,13
3.44,14,5000,16.66,0,13
0.63,3,15000,6.73,1,10
3.66,85,15000,13.49,0,15
2.12,49,15000,15.55,0,13
2.73,37,5000,27.13,1,17
2.81,22,5000,8.56,1,14
3.63,58,5000,26.17,1,21
2.73,89,25000,19.68,1,30
2.65,74,15000,1.59,0,13
0.73,27,5000,22.01,0,6
2.31,65,15000,2.03,0,6
1.03,7,5000,29.92,1,13
3.08,28,5000,26.31,0,14
2.29,10,5000,9.62,1,9
2.88,17,15000,8.46,1,18
0.65,54,25000,12.06,1,21
0.8,49,5000,11.33,0,8
3.01,13,5000,11.8,1,13
0.75,73,5000,10.23,0,7
0.75,98,25000,19.01,0,20
0.54,8,15000,5.76,0,11
3.85,98,15000,25.53,1,34
3.08,10,15000,24.56,0,17
1.74,62,15000,14.82,0,13
1.54,75,5000,25.73,1,17
1.72,66,25000,8.17,0,17
3.21,52,5000,1.51,1,10
2.81,38,25000,18.96,0,21
1.15,77,15000,14.28,1,19
1.11,55,25000,17.45,1,22
0.84,27,5000,27.08,1,11
2.81,74,5000,29.13,1,24
3.18,38,15000,19.4,1,27
1.43,24,5000,23.16,0,7
0.57,20,5000,3.43,0,4
0.79,9,25000,5.66,0,7
3.89,42,5000,22.26,0,18
1.53,14,15000,13.51,1,16
3.19,82,15000,13.93,1,23
2.69,47,5000,9.95,0,10
1.84,85,15000,18.61,1,21
1.22,20,25000,6.37,0,15
0.92,59,25000,19.18,1,20
2.65,95,5000,6.04,1,18
3.21,49,5000,2.85,0,6
2.75,22,25000,10.58,0,15
2.36,12,15000,7.7,1,12
0.65,68,5000,26.78,0,6
3.89,3,5000,2.59,0,4
3.3,91,15000,6.12,0,12
1.52,77,5000,16.91,0,12
3.93,71,15000,14.95,1,25
2.61,8,15000,2.33,1,10
2.54,34,15000,1.21,1,16
3.12,20,15000,29.65,1,27
3.34,57,15000,20.11,0,19
2.8,17,25000,11.6,0,18
0.95,96,15000,14.64,0,10
1.68,71,25000,8.73,1,20
3.75,80,15000,11.0,1,23
1.29,42,5000,19.82,1,11
1.8,94,25000,26.6,1,27
2.01,97,5000,6.34,0,11
2.04,5,15000,25.37,0,14
2.65,85,15000,4.53,0,9
3.8,77,5000,7.23,1,16
1.34,66,15000,2.08,1,15
0.93,11,5000,5.08,1,8
1.19,99,15000,27.6,1,29
3.6,11,15000,14.32,1,21
2.76,65,25000,3.25,1,20
1.5,1,5000,28.83,0,10
3.36,14,15000,26.49,1,25
3.51,22,5000,22.89,1,20
3.46,28,25000,28.07,1,33
3.72,80,5000,7.38,0,11
1.38,95,25000,25.25,0,22
3.14,6,5000,21.01,1,21
2.11,93,5000,26.22,0,17
3.45,27,25000,24.11,0,26
3.05,13,15000,11.05,0,14
3.22,43,15000,23.46,1,28
2.8,29,15000,8.61,0,12
1.12,80,5000,10.53,0,5
2.41,31,5000,4.13,0,6
3.95,69,15000,28.12,1,35
3.78,87,5000,9.44,0,10
0.65,5,5000,16.1,1,9
1.08,26,15000,12.35,0,9
0.96,81,25000,28.84,1,25
3.04,87,5000,10.72,1,16
3.36,23,5000,23.58,1,21
1.25,33,5000,25.81,1,16
2.27,39,5000,13.63,1,11
3.44,46,25000,11.97,0,19
3.06,78,15000,22.68,0,20
2.4,74,5000,27.47,0,12
2.57,85,15000,22.89,1,26
2.28,23,5000,7.59,1,12
1.54,64,25000,26.76,1,26
2.48,17,15000,12.24,0,13
2.91,43,25000,17.71,1,27
3.56,75,5000,25.11,1,24
2.73,56,25000,6.46,1,23
3.16,27,25000,23.75,1,30
1.06,70,5000,18.29,0,6
2.12,22,5000,26.91,1,19
0.53,84,15000,5.99,1,16
1.36,33,5000,13.2,1,14
3.04,10,15000,25.15,1,24
3.97,85,25000,1.56,0,15
0.85,34,25000,4.25,1,19
1.91,92,15000,29.73,0,18
3.3,41,5000,9.13,0,11
1.21,27,5000,29.29,1,17
2.44,81,25000,6.29,1,21
3.07,77,15000,11.47,0,15
2.66,81,25000,22.83,1,28
1.16,91,25000,20.08,1,25
1.74,23,5000,17.85,0,10
3.24,7,15000,16.37,0,11
2.44,52,25000,25.46,0,19
0.52,71,5000,7.81,0,6
3.16,3,25000,13.83,0,17
0.62,90,25000,5.51,0,13
3.11,99,5000,18.28,1,22
1.21,4,5000,8.27,1,8
3.85,96,15000,10.68,1,22
1.79,48,25000,14.67,1,25
1.64,97,15000,1.78,1,17
1.02,29,5000,3.67,1,9
1.57,71,5000,20.89,1,17
3.57,62,25000,13.44,1,28
3.99,46,15000,26.08,1,30
1.79,25,15000,21.15,0,12
2.07,56,25000,1.23,0,14
3.03,36,25000,18.88,1,28
3.6,97,15000,3.72,1,21
2.58,6,5000,23.65,0,11
1.87,39,5000,29.75,0,13
1.94,91,25000,16.4,0,21
2.93,38,15000,20.8,1,23
0.51,61,15000,7.88,0,12
2.67,91,15000,13.69,0,17
1.74,77,5000,25.83,0,16
3.28,52,5000,5.86,1,15
0.83,3,15000,8.7,0,3
2.56,81,15000,13.92,1,21
2.18,24,25000,21.66,0,15
2.75,6,25000,11.9,0,14
0.73,27,15000,27.9,1,16
2.53,68,15000,3.74,0,13
2.47,66,5000,11.75,0,9
2.46,94,15000,21.56,0,21
2.61,19,25000,7.55,1,19
2.87,82,5000,20.04,1,20
3.32,10,25000,5.76,1,17
1.44,66,25000,2.62,0,17
3.39,86,5000,4.51,1,18
2.24,6,25000,27.97,0,19
0.77,22,15000,17.0,0,6
0.7,60,25000,24.09,0,15
1.67,70,5000,10.65,0,9
3.25,33,5000,18.19,0,11
2.98,18,5000,15.35,0,14
3.26,57,25000,28.43,0,30
2.31,8,15000,22.68,0,11
2.04,47,5000,22.19,1,15
1.02,81,15000,2.34,1,17
1.65,40,5000,16.94,0,6
2.02,47,15000,14.54,1,19
0.81,44,15000,27.91,1,18
1.27,24,15000,8.46,1,15
2.59,77,5000,8.83,0,11
3.07,24,25000,12.93,1,27
3.99,18,25000,8.06,0,17
3.77,38,25000,4.75,1,18
2.75,78,15000,25.87,1,27
1.97,79,5000,17.19,1,16
2.73,26,15000,25.98,0,22
3.25,73,5000,25.1,0,19
0.91,62,15000,9.18,0,11
1.93,67,5000,16.88,0,12
3.44,18,5000,3.41,0,5
1.84,27,5000,27.54,0,13
2.5,84,15000,12.72,0,14
2.56,77,25000,12.42,0,21
1.15,32,15000,9.78,0,12
1.77,9,15000,14.36,1,15
1.67,82,5000,8.3,1,15
0.59,29,5000,11.87,0,5
0.58,21,25000,24.2,1,17
3.41,2,25000,25.19,1,26
1.46,81,5000,9.82,0,6
2.31,74,25000,14.6,0,19
1.55,47,25000,26.34,1,25
3.79,1,5000,2.53,0,3
1.41,75,15000,26.79,1,25
2.0,53,25000,7.36,0,17
3.55,5,5000,20.68,1,20
3.45,39,25000,17.89,0,20
1.15,92,25000,17.04,1,24
3.31,93,5000,25.92,1,28
2.1,1,25000,3.95,1,19
2.19,72,25000,11.06,1,25
0.97,1,25000,16.61,0,12
0.78,92,15000,24.53,1,18
3.05,96,15000,7.28,0,11
2.24,73,25000,24.28,1,29
2.03,97,5000,12.59,0,8
3.05,54,25000,6.48,1,22
3.18,71,25000,23.01,0,24
1.06,59,15000,3.64,1,16
2.64,96,15000,15.93,1,25
0.97,5,15000,2.85,0,9
3.13,18,25000,11.34,1,24
2.8,95,25000,18.43,1,27
3.85,26,5000,17.13,1,19
0.74,0,25000,12.74,1,16
0.7,32,25000,13.44,0,12
1.49,39,15000,7.58,1,17
1.42,31,15000,14.22,0,9
1.36,68,15000,28.64,0,14
3.67,16,15000,25.66,0,19
1.37,7,15000,5.21,0,9
1.45,56,5000,1.86,1,10
3.16,41,5000,28.07,1,19
2.07,97,5000,16.28,0,15
3.22,8,15000,16.6,1,22
0.73,86,15000,23.64,1,15
2.21,34,15000,10.13,0,13
0.62,70,5000,14.98,0,10
0.72,78,15000,29.09,0,13
3.67,52,5000,20.49,1,22
0.99,53,15000,5.46,0,9
2.36,83,25000,4.86,0,17
1.94,24,5000,6.92,1,13
1.72,66,25000,23.23,1,23
3.65,61,5000,9.57,1,15
0.58,54,15000,1.62,1,15
2.82,45,15000,28.38,1,27
3.87,23,25000,5.92,1,21
2.46,97,15000,1.28,1,17
3.78,45,5000,7.88,1,13
0.68,21,15000,7.82,0,10
1.97,10,15000,13.24,1,14
1.41,47,5000,27.69,0,9
3.06,7,25000,26.5,1,29
3.93,38,25000,14.25,1,27
1.4,34,15000,12.92,0,10
2.79,48,5000,17.1,1,19
1.19,45,25000,8.06,0,16
2.48,37,25000,2.51,1,18
2.12,7,15000,28.24,0,16
3.9,53,5000,6.41,0,9
2.63,36,25000,6.75,1,20
1.72,90,15000,14.7,0,10
0.9,91,15000,15.26,0,13
1.03,39,15000,1.53,1,15
1.29,33,15000,5.29,1,17
1.38,95,25000,11.97,0,17
3.48,78,5000,20.83,1,21
2.46,16,15000,7.62,0,8
2.33,32,15000,13.27,0,6
0.9,46,25000,17.16,0,14
3.51,51,15000,26.77,1,34
3.03,79,15000,10.46,1,23
0.74,92,5000,4.87,0,5
2.98,8,15000,15.19,0,12
2.4,32,25000,22.65,0,19
0.79,59,5000,4.19,1,14
2.1,92,25000,13.32,0,23
2.2,76,5000,1.52,1,12
1.08,20,5000,1.97,0,4
3.81,57,15000,15.01,0,18
3.47,84,15000,9.65,0,15
2.84,68,15000,25.51,0,21
2.12,9,25000,18.46,1,22
1.94,5,15000,14.16,1,17
2.78,12,15000,12.83,1,14
2.41,64,5000,15.42,1,16
0.72,19,15000,2.17,1,11
2.29,56,15000,26.89,0,19
3.32,45,15000,29.95,1,28
2.11,7,15000,6.26,1,11
0.68,9,5000,4.49,1,5
3.25,72,15000,5.16,1,19
1.2,66,5000,20.17,0,7
1.41,10,25000,20.18,0,14
1.08,11,15000,25.59,0,14
1.66,9,15000,22.8,1,19
3.15,24,15000,14.04,0,13
2.32,48,5000,18.77,0,9
1.22,48,15000,20.96,1,19
3.57,88,15000,15.87,1,25
3.58,10,25000,14.79,1,26
3.55,61,5000,19.71,0,11
1.34,35,5000,17.17,1,15
2.08,38,25000,19.67,0,15
3.95,52,5000,18.77,0,15
3.2,89,15000,21.86,0,24
0.6,77,15000,19.64,0,7
0.73,55,25000,16.07,0,14
2.12,0,5000,20.77,1,14
3.68,55,5000,14.03,0,12
2.39,3,5000,8.01,0,6
2.24,29,25000,1.04,0,12
0.87,11,15000,17.24,0,6
2.8,34,25000,18.13,0,20
3.38,76,15000,29.19,1,31
1.83,51,25000,11.48,0,16
3.21,30,15000,12.43,0,18
3.88,86,5000,6.85,0,13
1.21,67,5000,3.05,0,10
2.33,51,5000,23.41,1,19
1.5,79,25000,8.24,0,19
3.27,6,25000,18.66,0,18
2.52,21,25000,20.95,0,18
2.72,92,5000,14.67,0,11
3.29,74,15000,26.41,1,28
1.89,55,5000,13.87,1,15
3.7,96,5000,9.26,1,18
2.37,57,15000,26.98,0,19
1.05,92,15000,25.99,1,24
2.94,63,15000,5.76,1,15
3.28,11,15000,1.75,1,11
1.61,6,5000,3.61,1,4
3.5,54,25000,9.31,1,22
3.67,61,5000,29.2,0,20
1.47,89,15000,17.2,1,19
3.94,72,25000,11.82,1,24
0.99,97,25000,26.77,1,25
1.21,76,5000,14.14,0,8
1.14,54,5000,10.14,0,5
3.63,35,5000,28.3,1,25
2.79,88,25000,25.64,0,24
1.03,23,25000,25.47,0,17
2.04,43,25000,15.86,1,23
2.65,16,15000,23.89,0,16
0.79,1,15000,6.2,1,13
3.59,12,5000,17.62,1,14
3.31,30,25000,29.53,1,35
2.27,92,5000,9.44,0,11
3.88,27,25000,24.04,1,30
1.96,59,5000,15.22,1,13
3.94,26,15000,2.15,0,7
2.84,14,25000,23.13,1,24
2.72,94,15000,5.89,0,10
1.08,78,25000,19.31,0,14
3.59,32,5000,3.48,1,6
2.0,19,25000,28.46,0,19
1.07,41,15000,9.46,1,15
0.54,11,25000,7.57,0,14
2.46,72,5000,4.74,0,9
2.35,22,25000,28.43,0,20
3.02,71,15000,21.65,0,19
3.62,95,5000,22.51,1,27
0.78,13,15000,15.48,1,14
3.06,90,25000,14.77,0,22
1.16,24,15000,4.19,1,13
3.5,76,25000,17.24,1,29
3.37,84,5000,8.16,1,16
2.39,30,15000,29.34,1,23
2.99,53,15000,24.1,1,28
1.6,4,25000,12.98,1,18
2.15,12,15000,5.39,1,15
3.38,27,15000,23.77,0,23
2.11,42,5000,4.54,1,12
1.75,88,25000,6.49,0,15
2.23,98,25000,7.13,0,18
3.4,46,5000,17.15,0,18
1.67,70,5000,23.82,1,18
1.11,37,25000,10.12,1,21
2.99,95,5000,3.46,0,8
3.39,66,5000,14.47,0,13
0.85,61,5000,22.7,1,14
1.34,38,25000,7.43,1,17
1.0,36,5000,7.38,1,12
1.72,85,15000,28.47,0,15
2.08,7,15000,28.67,0,15
3.12,80,25000,29.72,1,38
2.78,51,5000,24.42,1,21
2.67,90,15000,6.46,0,11
1.73,32,25000,7.15,1,20
3.45,80,15000,10.87,1,21
2.15,41,5000,10.23,0,8
3.93,75,25000,28.74,0,28
2.72,26,15000,23.88,0,19
0.94,7,25000,22.0,0,14
2.87,22,15000,6.39,1,14
1.64,63,15000,27.38,0,17
2.9,92,5000,25.01,1,27
0.74,19,5000,5.75,1,8
1.11,15,15000,26.26,1,19
3.5,16,25000,8.9,0,16
1.3,79,25000,3.35,0,15
3.43,18,5000,20.05,1,21
1.48,7,15000,19.96,1,16
2.75,37,5000,3.75,0,6
2.93,37,15000,10.25,1,19
2.29,52,15000,29.79,1,23
1.57,92,5000,20.67,1,18
1.24,99,25000,22.17,1,24
0.62,89,5000,7.17,1,17
1.56,30,15000,3.28,1,13
2.79,43,5000,9.03,1,11
3.78,59,25000,8.22,1,26
3.55,75,25000,7.8,0,16
3.18,16,15000,6.59,0,8
3.26,78,5000,17.67,1,21
2.83,72,25000,10.52,1,27
1.41,38,5000,24.79,0,11
3.68,41,25000,6.33,0,14
2.85,47,15000,14.47,0,15
2.46,11,15000,1.4,1,12
0.89,95,5000,14.97,0,12
2.06,88,15000,2.62,0,10
2.11,17,25000,29.35,1,26
3.53,78,15000,23.93,0,23
2.41,95,25000,15.21,1,24
1.83,5,25000,3.51,0,11
3.92,42,15000,18.18,0,18
0.89,34,25000,23.0,0,18
1.98,97,25000,6.53,0,17
0.65,53,5000,17.48,0,6
3.09,61,5000,24.61,1,22
3.71,68,5000,23.28,1,24
1.48,81,15000,24.29,0,15
3.5,15,5000,26.5,1,25
1.52,7,25000,28.19,0,19
3.69,88,15000,12.76,0,15
3.14,95,15000,17.49,0,21
3.32,89,15000,23.93,0,24
0.56,85,15000,21.22,0,12
3.87,30,25000,29.87,1,32
3.04,9,25000,1.4,1,18
1.57,55,5000,11.3,1,13
3.4,75,15000,9.15,1,22
1.49,91,5000,8.61,0,10
3.55,69,25000,7.45,1,26
0.89,19,15000,21.56,0,8
2.96,4,25000,3.46,0,16
2.39,22,5000,22.51,1,19
0.84,8,25000,21.11,1,20
1.35,57,15000,8.27,0,14
0.54,58,15000,8.33,0,10
2.14,92,5000,19.24,0,15
1.55,79,15000,23.1,1,22
2.59,53,25000,26.42,0,25
1.54,45,25000,25.71,0,21
1.55,21,25000,28.98,0,20
3.1,63,25000,17.86,0,18
0.67,7,5000,27.35,1,10
3.66,19,25000,24.45,1,33
3.48,50,5000,26.95,0,20
2.84,77,25000,1.34,1,20
2.58,38,5000,29.01,0,16
3.62,36,25000,14.73,1,24
1.15,49,25000,24.15,1,24
0.78,33,5000,4.69,1,11
1.34,74,15000,12.48,1,18
3.28,32,15000,8.87,0,12
0.62,30,15000,9.46,0,9
2.54,53,5000,4.57,0,6
3.98,43,15000,24.37,1,28
3.49,33,15000,1.27,1,18
2.33,70,5000,10.06,0,6
0.72,61,15000,6.06,1,13
3.41,22,15000,18.08,1,24
2.6,45,15000,8.37,0,9
0.9,55,5000,8.51,1,8
0.83,6,5000,15.16,0,6
3.68,88,15000,19.93,1,30
2.84,60,15000,4.52,0,8
3.4,2,5000,6.09,1,8
3.58,37,15000,8.17,1,16
2.5,83,5000,29.24,1,22
2.31,33,15000,12.52,1,22
2.01,43,5000,18.37,1,15
1.61,29,25000,8.0,0,15
2.02,16,25000,15.22,1,23
3.21,58,5000,3.15,0,9
2.61,9,25000,2.01,0,10
3.62,98,15000,14.59,0,19
2.05,83,5000,12.56,1,16
2.62,17,5000,4.97,0,6
2.71,44,15000,20.94,1,25
2.57,90,15000,29.79,1,32
2.96,58,5000,12.47,1,16
1.33,61,15000,19.11,0,13
2.29,58,5000,28.93,1,23
0.86,48,15000,25.11,1,19
1.85,99,5000,14.44,1,20
2.21,62,15000,22.39,0,16
2.78,86,15000,4.72,0,11
3.83,31,25000,15.85,0,23
2.6,9,25000,9.09,0,15
3.1,10,25000,5.67,1,20
2.27,69,15000,13.36,0,14
2.72,61,5000,4.8,1,15
0.75,46,15000,21.27,0,9
1.39,33,25000,14.23,1,20
1.77,99,15000,16.4,0,10
2.15,16,25000,5.24,0,11
0.66,53,25000,5.05,0,15
0.99,75,5000,17.92,1,15
1.47,84,5000,29.57,1,17
3.9,39,25000,3.79,0,17
1.66,18,25000,9.29,0,13
2.19,66,15000,26.21,0,21
1.19,81,25000,3.1,0,16
2.64,52,15000,26.4,0,19
1.48,63,25000,16.2,0,20
1.22,82,5000,12.84,1,14
2.31,46,5000,9.98,1,12
0.52,5,25000,9.62,1,20
0.53,15,15000,9.87,1,15
1.27,71,15000,26.66,1,23
0.63,17,15000,21.99,1,17
0.88,51,25000,20.42,0,19
1.69,47,25000,24.16,0,17
3.31,42,5000,8.46,0,8
2.5,38,5000,18.92,0,11
2.29,48,25000,14.34,0,17
1.53,11,5000,23.69,1,11
3.76,9,15000,9.97,1,18
1.89,70,15000,19.65,1,23
0.8,54,25000,26.58,1,21
2.66,0,15000,12.66,1,15
0.9,48,25000,2.93,0,13
1.71,35,15000,15.97,1,19
2.28,20,25000,11.03,1,19
3.56,36,15000,20.49,1,29
2.23,23,15000,28.58,0,14
2.96,54,5000,15.08,0,10
3.97,24,5000,14.52,0,14
0.96,6,5000,19.98,0,7
1.46,80,5000,4.0,0,9
1.88,92,5000,8.35,0,8
1.98,93,5000,27.65,1,20
1.94,70,25000,20.43,1,24
3.68,96,25000,1.39,1,21
3.0,70,5000,6.93,0,9
2.63,23,25000,20.8,0,18
1.58,10,5000,23.17,0,4
3.38,72,25000,25.36,0,29
3.84,11,15000,9.47,1,18
3.37,34,25000,28.0,0,27
0.51,62,25000,17.04,0,14
2.73,67,25000,21.2,0,23
0.68,99,15000,18.31,0,17
1.4,91,5000,4.56,0,5
0.71,56,25000,28.93,1,20
2.61,12,25000,4.56,0,11
2.9,22,15000,8.39,0,15
0.9,82,5000,24.6,1,15
1.84,38,25000,18.94,0,19
2.1,87,15000,25.31,0,13
1.79,79,5000,15.96,1,17
0.92,96,5000,11.93,1,14
1.97,11,25000,27.73,1,28
3.13,33,25000,2.05,1,20
0.75,70,25000,25.83,1,22
0.78,74,25000,7.69,1,24
1.74,30,15000,25.61,1,24
3.8,92,15000,5.04,1,22
2.84,61,25000,17.83,1,28
2.88,12,5000,26.76,1,20
1.77,30,25000,14.73,0,16
2.58,1,5000,22.65,1,16
0.54,14,5000,24.34,1,11
2.73,56,5000,22.36,1,19
3.7,74,15000,27.83,1,31
2.64,33,5000,13.96,1,19
3.56,67,5000,6.02,0,9
3.03,74,15000,2.39,0,10
0.92,28,5000,8.15,0,2
3.66,65,5000,5.15,1,14
0.73,15,25000,17.18,1,20
2.37,38,5000,6.36,0,6
1.0,76,5000,2.13,1,12
0.54,36,5000,2.04,1,11
1.98,80,5000,25.12,0,14
1.53,20,5000,18.15,1,15
2.2,43,15000,11.38,1,19
2.52,18,5000,26.93,1,19
0.65,70,5000,3.04,1,12
0.93,7,15000,29.43,1,16
2.46,76,15000,18.87,1,24
1.7,65,5000,6.32,1,15
3.05,40,5000,20.69,0,13
2.78,74,5000,23.14,0,15
3.46,87,25000,13.45,1,26
2.92,69,25000,25.99,1,28
2.0,60,5000,5.37,0,4
2.86,25,15000,9.09,0,9
1.46,70,5000,3.71,0,5
1.57,82,15000,7.12,0,13
3.26,69,15000,7.92,0,11
2.06,28,15000,27.61,0,16
3.29,65,5000,3.27,0,9
3.38,18,5000,13.4,1,14
3.5,67,15000,16.44,0,17
3.71,57,25000,27.06,0,25
2.01,69,25000,29.93,0,21
1.62,56,25000,22.85,1,27
2.54,36,15000,29.15,1,26
1.8,60,5000,23.83,1,22
2.6,91,15000,28.93,0,20
2.97,29,25000,21.51,0,24
2.91,70,5000,3.31,0,5
1.81,72,15000,12.66,1,18
1.08,24,15000,19.75,1,22
2.01,96,25000,11.17,1,22
1.0,64,15000,8.93,1,20
3.62,5,5000,17.74,1,18
1.71,17,25000,28.07,1,22
1.04,9,25000,2.01,0,8
0.59,91,5000,23.31,1,15
2.76,10,25000,21.96,1,23
2.73,96,15000,28.95,1,28
1.69,64,15000,27.99,1,18
0.75,76,25000,23.1,0,17
1.93,83,5000,16.09,0,8
1.59,64,15000,6.92,1,17
2.87,51,5000,16.81,0,9
2.62,66,15000,23.2,0,21
1.78,81,15000,26.97,0,13
1.26,77,25000,23.9,0,18
3.96,30,25000,6.66,0,17
2.09,90,5000,18.39,0,13
2.91,16,25000,10.63,0,13
0.99,54,15000,1.27,1,11
2.2,92,15000,6.81,0,14
0.6,35,5000,4.28,1,10
2.27,25,5000,25.44,0,10
3.87,52,15000,8.5,0,15
1.84,16,25000,9.26,0,12
0.64,85,25000,28.84,1,22
0.61,24,5000,11.99,0,3
1.86,1,5000,1.28,1,7
1.06,85,15000,9.23,0,10
0.58,4,15000,4.46,0,7
3.15,3,5000,3.98,1,13
2.1,35,15000,3.25,0,6
1.51,5,5000,18.2,0,6
3.65,20,5000,6.49,0,6
0.91,76,25000,11.48,1,22
3.85,88,5000,26.0,0,23
1.6,25,15000,13.31,0,10
3.61,54,25000,27.56,0,26
2.61,38,25000,15.44,1,25
3.39,83,15000,12.57,0,13
3.94,32,15000,22.76,1,23
1.51,13,15000,3.12,0,13
3.86,55,5000,3.59,0,5
1.86,99,25000,19.91,1,26
1.85,80,5000,15.12,1,17
1.69,20,5000,23.92,1,16
2.39,45,5000,27.57,1,22
1.04,15,5000,12.26,1,13
2.44,15,25000,18.3,0,15
2.4,83,25000,15.52,0,22
3.17,28,5000,29.47,1,24
3.42,91,15000,25.1,0,24
2.04,7,25000,27.44,0,20
1.56,87,5000,8.38,1,10
1.41,2,15000,23.4,1,17
1.18,88,15000,8.7,1,16
0.7,18,5000,7.05,0,1
1.7,96,25000,28.38,1,27
1.45,65,15000,1.56,0,11
3.88,78,25000,29.0,1,37
2.45,85,25000,5.33,1,23
1.72,73,15000,24.76,1,21
2.53,81,5000,9.0,1,16
0.99,21,15000,11.17,0,8
2.05,45,15000,7.29,0,12
2.69,90,25000,17.98,0,23
2.21,12,5000,11.09,1,13
1.91,32,25000,20.06,0,16
3.98,4,15000,1.45,0,8
3.58,89,5000,2.87,0,8
2.68,76,5000,3.89,1,14
2.49,26,5000,13.15,0,7
